,身份证号,姓名,生日,性别,家庭住址
299,'371521200803242397 ,吴桂兰,2008-03-24,男,山西省哈尔滨县长寿傅街b座 265228
300,'361125200803243551 ,杨玉珍,2008-03-24,男,贵州省南京县兴山蔡路u座 645305
301,'370725199603276314 ,甘飞,1996-03-27,男,江苏省永安市东丽李路t座 964742
302,'360726199903277380 ,张晶,1999-03-27,女,广西壮族自治区琳市涪城吴路S座 882222
303,'13073319920328269X ,梁龙,1992-03-28,男,宁夏回族自治区桂香市西峰重庆路L座 653250
304,'520423200503251720 ,余欢,2005-03-25,女,青海省杰市翔安天津街F座 387117
305,'451422200103268503 ,卢建平,2001-03-26,女,海南省淮安市萧山张街a座 689269
306,'630222199103294695 ,梁丽丽,1991-03-29,男,贵州省嘉禾县门头沟赵街e座 818508
307,'350501199503282850 ,张勇,1995-03-28,男,台湾省欢市双滦王路q座 348453
308,'131124199203287791 ,强莉,1992-03-28,男,贵州省深圳市璧山邓街F座 646695
309,'510000200303261109 ,刘宇,2003-03-26,女,浙江省梧州市永川长沙街w座 241123
310,'632221199803277808 ,周文,1998-03-27,女,上海市太原县合川南宁街U座 769752
311,'360302199203284691 ,谢志强,1992-03-28,男,海南省深圳市金平李路t座 838498
312,'510183200803240220 ,薛雪梅,2008-03-24,女,山西省东莞县清河西宁路w座 533670
313,'610122200003264313 ,张洋,2000-03-26,男,贵州省玉珍县牧野张家港街N座 394651
314,'210203199003296805 ,赵静,1990-03-29,女,新疆维吾尔自治区静市高港段路W座 145959
315,'420625200603253862 ,陈凯,2006-03-25,女,黑龙江省利市沈北新徐街J座 854309
316,'331023200503257317 ,方刚,2005-03-25,男,香港特别行政区郑州县高港赵街T座 695391
317,'350428199603277850 ,王婷,1996-03-27,男,新疆维吾尔自治区汕尾县新城毕路n座 901735
318,'451229199103291840 ,刘岩,1991-03-29,女,湖北省乌鲁木齐市沙市胡街R座 843134
319,'231222199703279508 ,黄飞,1997-03-27,女,台湾省亮县房山郑街P座 729219
320,'522729200303261357 ,王静,2003-03-26,男,辽宁省马鞍山县东丽福州路h座 667169
321,'54023620050325570X ,刘佳,2005-03-25,女,西藏自治区荣市兴山连街l座 506759
322,'410526200103269154 ,宋云,2001-03-26,男,北京市秀珍市山亭杨路H座 892712
323,'411725200703257806 ,申倩,2007-03-25,女,新疆维吾尔自治区昆明市翔安贵阳路N座 324665
324,'533102199603273039 ,万彬,1996-03-27,男,宁夏回族自治区玉兰县清浦郭街t座 996190
325,'451222200503253879 ,徐波,2005-03-25,男,广西壮族自治区宜都市友好重庆街d座 114304
326,'540126200703254260 ,李旭,2007-03-25,女,安徽省银川县吉区北京路F座 870041
327,'500236200803242268 ,王丹,2008-03-24,女,山西省银川县城北许街W座 950153
328,'620921199703276378 ,罗鑫,1997-03-27,男,四川省刚市南溪田街Y座 301256
329,'211002200503252752 ,张琴,2005-03-25,男,河南省梧州市锡山成都街R座 828647
330,'130000200403258125 ,马博,2004-03-25,女,西藏自治区玉兰县徐汇刘街p座 366982
331,'530000199403286379 ,王浩,1994-03-28,男,重庆市柳州县门头沟郑街u座 417175
332,'411722199103298829 ,刘秀兰,1991-03-29,女,江苏省玉珍县龙潭海口路T座 639735
333,'410621199203281853 ,李秀荣,1992-03-28,男,广西壮族自治区玉华县友好西安街c座 781918
334,'140303199203286166 ,方小红,1992-03-28,女,上海市柳县璧山汕尾路p座 972603
335,'130627199103294658 ,安成,1991-03-29,男,黑龙江省勇县沈北新潜江路E座 784966
336,'511600199203284424 ,龚彬,1992-03-28,女,上海市彬县锡山卢路J座 930643
337,'410726200203265338 ,吴金凤,2002-03-26,男,江西省倩市清浦巢湖路g座 962280
338,'450302200803242935 ,阎波,2008-03-24,男,吉林省哈尔滨县房山张路X座 240471
339,'630100199403281200 ,陈志强,1994-03-28,女,广西壮族自治区香港市锡山余路d座 385371
340,'360200200203267477 ,单红梅,2002-03-26,男,北京市西安市六枝特谢街i座 205705
341,'441224200403251922 ,林玉,2004-03-25,女,江西省太原县怀柔陈路u座 130487
342,'340104200303267892 ,陈龙,2003-03-26,男,福建省桂花市清河陈路Q座 416937
343,'330300199603278540 ,庞明,1996-03-27,女,广东省霞县长寿赵路k座 111310
344,'522324199403288195 ,王桂芝,1994-03-28,男,吉林省利市长寿武汉路A座 459378
345,'360926199003293597 ,鲁红霞,1990-03-29,男,海南省佛山市沙市王路h座 808923
346,'350825200803245034 ,杨建国,2008-03-24,男,浙江省张家港市南溪哈尔滨路E座 515405
347,'150123199703271549 ,姚瑞,1997-03-27,女,江西省俊市海陵济南路j座 891561
348,'632800200703259115 ,林杰,2007-03-25,男,福建省上海县南长宁德街G座 510606
349,'431100200103266294 ,农文,2001-03-26,男,江西省兴城市孝南辽阳街L座 800233
350,'422800199403281172 ,鞠海燕,1994-03-28,男,贵州省玲市龙潭西宁街H座 308202
351,'150404199003290658 ,杜丹,1990-03-29,男,江苏省巢湖县沙市张家港路g座 881534
352,'530925199003293445 ,李金凤,1990-03-29,女,河北省天津市普陀南昌街r座 968734
353,'210281200803249497 ,石佳,2008-03-24,男,湖北省东市徐汇郑州路c座 792277
354,'620111200103264997 ,吉波,2001-03-26,男,台湾省丽华县沈河李街P座 775847
355,'45020019940328004X ,沈利,1994-03-28,女,新疆维吾尔自治区雪梅县崇文张家港街c座 848643
356,'611022200103262257 ,赵霞,2001-03-26,男,台湾省东县滨城天津路M座 859304
357,'522726200003265234 ,杜龙,2000-03-26,男,广西壮族自治区晨县丰都刘街l座 278379
358,'411425199103294943 ,曲超,1991-03-29,女,陕西省长沙县金平陈路S座 613439
359,'522701199703279554 ,宋瑜,1997-03-27,男,海南省惠州县浔阳唐路r座 261573
360,'654024200803243957 ,王琳,2008-03-24,男,黑龙江省柳州县长寿程路M座 409743
361,'140725200003266887 ,王静,2000-03-26,女,山西省梧州市花溪淮安路q座 170034
362,'450503199203283815 ,王秀珍,1992-03-28,男,江西省永安县锡山姜路e座 554673
363,'45010720000326060X ,黄红霞,2000-03-26,女,山西省秀珍县滨城巢湖路e座 942352
364,'411302199803278354 ,李萍,1998-03-27,男,浙江省西安县浔阳何街e座 316714
365,'620724199203286041 ,吕利,1992-03-28,女,宁夏回族自治区西安县江北汕尾路L座 507669
366,'140728199803272955 ,李欢,1998-03-27,男,海南省沈阳县浔阳石家庄街C座 698212
367,'610103200103267790 ,阮红梅,2001-03-26,男,北京市桂香县城北何街c座 124685
368,'410183200403258276 ,刘畅,2004-03-25,男,湖北省小红县清河马街U座 291424
369,'542125199603273202 ,王芳,1996-03-27,女,辽宁省邯郸县东丽鲍路s座 919897
370,'350902199203281846 ,雷柳,1992-03-28,女,宁夏回族自治区荆门市兴山通辽街a座 453356
371,'46900319930328632X ,杨颖,1993-03-28,女,四川省贵阳县滨城巢湖路m座 271916
372,'210104200103265236 ,陈建国,2001-03-26,男,辽宁省海门县崇文朱街h座 967642
373,'520301200403255229 ,王琴,2004-03-25,女,广东省桂花市金平重庆街T座 996945
374,'210681199003292135 ,蒋晶,1990-03-29,男,香港特别行政区晨市朝阳沈阳街t座 987789
375,'620801200503255980 ,朱志强,2005-03-25,女,河南省凤英县合川东莞街a座 510191
376,'430304200603255351 ,刘凯,2006-03-25,男,河南省琳县六枝特兰州路A座 394013
377,'445303200003262363 ,龚欣,2000-03-26,女,内蒙古自治区拉萨市滨城米路F座 626356
378,'522327200403250052 ,萧英,2004-03-25,男,江西省淮安市高坪徐街z座 117128
379,'511527200803247184 ,边丽华,2008-03-24,女,天津市桂芳市山亭汕尾路F座 189504
380,'150825200303268064 ,兰兰英,2003-03-26,女,贵州省昆明县翔安邓街G座 646952
381,'152529199003291305 ,江海燕,1990-03-29,女,河南省慧市和平合山路J座 406914
382,'411726200403250932 ,王峰,2004-03-25,男,河北省海门市崇文南昌街p座 211893
383,'141002199603272140 ,岑淑兰,1996-03-27,女,北京市亮市清城姚路c座 551583
384,'361002200803244124 ,方春梅,2008-03-24,女,吉林省洋县孝南刘路g座 389367
385,'621228199503281997 ,马畅,1995-03-28,男,台湾省贵阳县沙市沈阳街g座 756765
386,'51032220000326584X ,詹淑英,2000-03-26,女,北京市呼和浩特县兴山梧州路k座 568362
387,'310200199203288783 ,谢丹丹,1992-03-28,女,新疆维吾尔自治区建市沈河阮路r座 267346
388,'652200200603251280 ,谭凤英,2006-03-25,女,福建省琳县山亭北镇路B座 280404
389,'231101200503256561 ,杨淑珍,2005-03-25,女,上海市秀英市蓟州邵路H座 177482
390,'640122199603276238 ,刘秀芳,1996-03-27,男,山东省沈阳县南溪兰州路V座 574793
391,'350782199303288210 ,田建军,1993-03-28,男,青海省六安市长寿余街f座 240105
392,'420583199903277500 ,杨文,1999-03-27,女,重庆市帅县朝阳萧路L座 441163
393,'654225200803242986 ,刘荣,2008-03-24,女,湖北省玉兰市沈北新庞街B座 247300
394,'140321199803279827 ,赵想,1998-03-27,女,山西省台北县锡山王街X座 150347
395,'44010620040325362X ,杨莹,2004-03-25,女,甘肃省坤县牧野冯路V座 836406
396,'350521200303268190 ,曹兰英,2003-03-26,男,四川省建平市长寿东莞街x座 581191
397,'45102220010326106X ,赵桂花,2001-03-26,女,河南省成都县西峰海口街e座 171849
398,'231202200203265003 ,杨玉英,2002-03-26,女,陕西省淑兰市璧山高路v座 962120
399,'530522200003269490 ,兰彬,2000-03-26,男,河南省芳市怀柔孙路M座 974100
400,'652100200403255337 ,陆婷,2004-03-25,男,广西壮族自治区帆市梁平杨街O座 294875
401,'330523199103298866 ,郭雪,1991-03-29,女,辽宁省俊县朝阳程街L座 540356
402,'110117199903272226 ,史强,1999-03-27,女,云南省佳县清浦阜新街L座 570202
403,'131126200703251363 ,刘淑英,2007-03-25,女,湖南省帆市西夏天津路h座 681769
404,'130183200803243690 ,杨帆,2008-03-24,男,北京市台北县高港庄街V座 422353
405,'140524199603277050 ,黄凯,1996-03-27,男,内蒙古自治区志强市孝南冯街J座 884079
406,'520330199503280479 ,唐琴,1995-03-28,男,新疆维吾尔自治区萍市蓟州永安路i座 490945
407,'211422200103264735 ,张玉华,2001-03-26,男,浙江省柳州县金平银川街H座 123864
408,'211100199103299292 ,曹佳,1991-03-29,男,山东省柳州县南溪哈尔滨街E座 603914
409,'659002199503289700 ,郑娜,1995-03-28,女,青海省宇市新城韦街B座 517129
410,'210112199803279705 ,唐桂芝,1998-03-27,女,内蒙古自治区勇县清河永安路V座 954722
411,'511623200603258591 ,尹雪,2006-03-25,男,山东省巢湖县城北海口路G座 309126
412,'320311199703276398 ,王岩,1997-03-27,男,台湾省军市静安沈街Q座 564334
413,'610114199203285279 ,张秀荣,1992-03-28,男,宁夏回族自治区红霞市涪城马街n座 237599
414,'130602199003295015 ,廖兵,1990-03-29,男,福建省台北市上街林路s座 980479
415,'431026200803242910 ,张秀华,2008-03-24,男,辽宁省玉珍市城北西安街x座 183639
416,'445281199603277778 ,孙丹,1996-03-27,男,广西壮族自治区南宁市沙市邯郸街K座 151983
417,'330303199703279363 ,陈阳,1997-03-27,女,浙江省深圳市梁平陈街V座 379058
418,'320206199203281936 ,叶桂芳,1992-03-28,男,安徽省淑兰市滨城邵路N座 882613
419,'131002199403282991 ,赵云,1994-03-28,男,广东省武汉县崇文长春路i座 364681
420,'330800199303282617 ,董文,1993-03-28,男,湖北省贵阳市丰都关岭街u座 743427
421,'611021199003298103 ,沈秀兰,1990-03-29,女,江西省六安市房山苗街S座 425273
422,'350725199903274528 ,马云,1999-03-27,女,海南省杰县大兴台北路t座 749700
423,'150103200003261294 ,赵静,2000-03-26,男,北京市六盘水市东丽冯路I座 839189
424,'230710199203288484 ,王勇,1992-03-28,女,重庆市拉萨县崇文唐街u座 392069
425,'451029200103266041 ,白勇,2001-03-26,女,天津市永安县涪城林路I座 280186
426,'371481200203265537 ,陈颖,2002-03-26,男,福建省兰州县白云赵路F座 708275
427,'410801199503281340 ,杨倩,1995-03-28,女,湖北省广州市双滦广州路d座 829723
428,'222403200503251945 ,左秀云,2005-03-25,女,贵州省福州县涪城戴街B座 848058
429,'450327199403282577 ,程建国,1994-03-28,男,澳门特别行政区佛山县永川济南街W座 367498
430,'36082120050325586X ,李晨,2005-03-25,女,宁夏回族自治区北京市南湖李路Z座 749465
431,'231282200703250985 ,罗玉梅,2007-03-25,女,湖南省帅市海陵王街a座 258950
432,'440607200403258723 ,刘淑英,2004-03-25,女,陕西省柳市大东南昌路X座 310996
433,'511781199003297566 ,陈波,1990-03-29,女,宁夏回族自治区雷县华龙郑路s座 611714
434,'371403200003265605 ,杨莹,2000-03-26,女,北京市伟县双滦陶街W座 771262
435,'150525200103264724 ,蒋博,2001-03-26,女,湖南省强市璧山哈尔滨街n座 879715
436,'410101200703252525 ,赵荣,2007-03-25,女,甘肃省银川市海港刘街w座 280774
437,'44090119920328847X ,李秀芳,1992-03-28,男,湖南省沈阳县江北董路T座 590611
438,'131123199203288528 ,张凤兰,1992-03-28,女,辽宁省广州市华龙合山路C座 469894
439,'530103199703270429 ,何杨,1997-03-27,女,江苏省天津县山亭荆门路K座 838419
440,'410301199603278184 ,董凯,1996-03-27,女,山东省郑州县房山陈街S座 670567
441,'230300200203263309 ,易帅,2002-03-26,女,吉林省海口县兴山长春街s座 464208
442,'341601200303262054 ,梁雷,2003-03-26,男,陕西省辛集市普陀廖路D座 448225
443,'350105200003262406 ,刘婷婷,2000-03-26,女,江苏省红霞县怀柔冯街r座 207518
444,'150105199103290188 ,张娟,1991-03-29,女,湖南省沈阳县大东汕尾路F座 211098
445,'150105199503281029 ,武秀珍,1995-03-28,女,广西壮族自治区阳市大东翟路o座 913193
446,'61072419960327577X ,时琳,1996-03-27,男,湖南省宇县萧山潜江路N座 337954
447,'150701200303268121 ,李云,2003-03-26,女,北京市马鞍山县徐汇呼和浩特街C座 112875
448,'431381199203282519 ,许淑兰,1992-03-28,男,广东省斌市梁平海门路N座 823674
449,'210905199003296857 ,朱丽丽,1990-03-29,男,澳门特别行政区红市翔安海口路B座 446097
450,'652825199803272718 ,杨倩,1998-03-27,男,黑龙江省北京县魏都永安街C座 425135
451,'230881200103263809 ,陈云,2001-03-26,女,湖南省荆门县淄川汪街r座 846973
452,'210602199003296499 ,杨欣,1990-03-29,男,吉林省玉市房山贵阳路H座 489802
453,'340323199703270470 ,丁霞,1997-03-27,男,江苏省台北县崇文范街p座 316671
454,'371728199403281792 ,朱玉兰,1994-03-28,男,河北省长沙县永川葛路W座 335261
455,'410721199303287772 ,霍秀云,1993-03-28,男,江西省博县长寿辛集街o座 394034
456,'230604200103263450 ,殷飞,2001-03-26,男,上海市斌县平山杨路U座 755053
457,'532532200703258738 ,程杰,2007-03-25,男,青海省呼和浩特县翔安罗街O座 811865
458,'210203200003269263 ,郑颖,2000-03-26,女,香港特别行政区凤英县江北惠州路S座 274460
459,'320116199103291712 ,温坤,1991-03-29,男,内蒙古自治区淑华县华龙兰州路s座 734195
460,'632621200403257506 ,王晶,2004-03-25,女,新疆维吾尔自治区玉英县山亭何街V座 199265
461,'140430199403284995 ,陈勇,1994-03-28,男,河南省帅县高港关岭街y座 676656
462,'451222200103262231 ,张建华,2001-03-26,男,四川省深圳市城北张路f座 357195
463,'530821199503283429 ,邓浩,1995-03-28,女,广东省文县孝南马街n座 258419
464,'37130119950328442X ,梁萍,1995-03-28,女,河北省昆明市永川通辽路T座 485533
465,'411403199503282345 ,杨超,1995-03-28,女,青海省杰县长寿何街q座 132714
466,'610602199503282389 ,王娜,1995-03-28,女,江苏省娜县清浦天津路p座 180951
467,'341702199603273173 ,郭梅,1996-03-27,男,海南省涛市沙市柳州街n座 662368
468,'445321200603257018 ,邝志强,2006-03-25,男,浙江省六安市高明周路s座 336598
469,'140411199103294703 ,杨荣,1991-03-29,女,广东省巢湖市清河陆路l座 316307
470,'451031199103299106 ,贺俊,1991-03-29,女,贵州省六安县长寿邵街D座 685592
471,'220605199203289729 ,甄龙,1992-03-28,女,西藏自治区深圳县朝阳海门街e座 133401
472,'440515200003267158 ,胡帅,2000-03-26,男,河南省佳县城东拉萨街B座 583197
473,'652702199303282514 ,刘平,1993-03-28,男,新疆维吾尔自治区宁德市静安荆门街y座 457797
474,'522324200003261140 ,吴玉英,2000-03-26,女,内蒙古自治区西宁县新城通辽街q座 885176
475,'411100200503252277 ,任艳,2005-03-25,男,上海市坤市萧山合山街n座 252849
476,'411322200503251302 ,梁杨,2005-03-25,女,广东省雪市蓟州谢路G座 368259
477,'410102199303289434 ,吴秀兰,1993-03-28,男,湖北省兴城县高明太原路S座 180255
